order_id,distance_km,package_weight_kg,traffic_index,weather,time_of_day,driver_experience_years,vehicle_type,shipment_volume,delivery_time_min,cost_inr
ORD1332,13.05,5.07,7,Clear,Evening,0.8,Bike,3,68.0,75.17
ORD1333,8.11,0.67,9,Clear,Night,0.6,Bike,2,46.2,51.92
ORD1334,0.46,,7,,Morning,,Van,2,26.6,
ORD1335,1.22,1.78,9,Fog,Morning,5.4,Bike,2,30.1,21.91
ORD1336,9.76,0.55,3,Clear,Morning,10.1,Van,2,40.0,76.65
ORD1337,7.18,1.6,4,Clear,Morning,2.1,Bike,1,33.6,45.87
ORD1338,17.51,0.25,8,Clear,Morning,0.5,Van,2,78.7,103.0
ORD1339,3.27,0.09,6,Rain,Afternoon,5.5,Truck,2,39.8,73.44
ORD1340,2.32,0.51,5,Clear,Evening,3.0,Van,1,22.4,46.38
ORD1341,4.92,11.55,4,Clear,Morning,0.8,Truck,4,47.9,107.96
ORD1342,3.22,2.79,8,Rain,Evening,8.8,Bike,3,39.9,33.43
ORD1343,9.18,11.82,1,Clear,Evening,1.5,Bike,3,42.6,74.04
ORD1344,3.13,1.98,9,Clear,Afternoon,7.4,Van,1,33.1,44.87
ORD1345,3.8,1.31,1,Clear,Morning,3.5,Van,3,26.5,55.99
ORD1346,2.06,2.47,8,Clear,Afternoon,2.2,Bike,2,26.8,32.35
ORD1347,7.76,2.03,4,Clear,Morning,4.7,Bike,4,38.5,61.08
ORD1348,2.17,0.39,9,Clear,Afternoon,9.7,Bike,3,28.4,33.26
ORD1349,6.23,3.58,5,Clear,Evening,4.8,Bike,1,25.7,51.29
ORD1350,14.46,0.85,3,clear,Morning,9.1,Bike,5,58.5,77.66
ORD1351,0.85,3.38,9,Rain,Night,1.7,Van,3,29.7,44.66
ORD1352,11.87,3.68,9,Fog,Evening,9.3,Bike,3,58.5,72.82
ORD1353,5.69,0.58,4,Rain,Night,3.0,Bike,2,31.7,47.53
ORD1354,1.78,0.22,4,Rain,Evening,8.2,Van,2,32.1,46.94
ORD1355,5.05,5.31,8,Clear,Afternoon,6.9,Van,3,40.8,62.69
ORD1356,7.61,2.16,2,Fog,Morning,11.2,Truck,3,41.1,87.89
ORD1357,2.45,0.21,9,Clear,Evening,4.8,Van,2,33.2,52.27
ORD1358,6.47,,6,Fog,Afternoon,1.0,Bike,1,51.8,75.76
ORD1359,12.5,0.21,9,fog,Morning,0.4,Van,2,71.9,86.22
ORD1360,3.13,4.16,8,Rain,Morning,10.0,Van,1,37.5,57.1
ORD1361,2.04,14.4,7,Fog,Evening,6.4,Bike,3,37.4,48.54
ORD1362,4.25,0.96,1,Clear,Morning,9.3,Van,4,28.7,60.88
ORD1363,4.86,0.54,3,Clear,Evening,3.0,Truck,4,35.8,71.57
ORD1364,9.49,0.45,2,Clear,Morning,4.3,Bike,2,37.8,56.55
ORD1365,4.15,1.26,5,Clear,Night,0.6,Bike,2,27.1,45.32
ORD1366,3.36,0.37,5,Clear,Afternoon,11.5,Bike,2,15.1,35.48
ORD1367,1.99,4.12,5,Clear,Night,8.1,Bike,3,25.6,41.4
ORD1368,0.99,0.23,4,Fog,Evening,11.2,Bike,4,30.7,16.39
ORD1369,1.5,2.49,5,Clear,Night,3.3,Van,2,19.0,50.4
ORD1370,1.49,20.0,3,Rain,Evening,7.4,Bike,2,34.3,59.32
ORD1371,3.83,5.89,1,Fog,Morning,8.2,Truck,2,29.8,76.51
ORD1372,1.19,3.34,5,Fog,Morning,3.9,Van,1,26.2,43.53
ORD1373,4.48,1.28,9,Fog,Evening,10.2,Van,2,48.1,55.2
ORD1374,14.26,3.42,9,Clear,Night,11.4,Van,2,64.7,91.92
ORD1375,9.67,2.62,4,fog,Morning,10.6,Bike,2,46.5,61.17
ORD1376,3.81,1.94,3,Rain,Afternoon,8.9,Bike,3,24.7,41.28
ORD1377,20.13,0.49,1,Clear,Morning,3.5,Van,4,73.5,118.33
ORD1378,4.87,7.62,2,Clear,Afternoon,3.5,Van,4,25.9,68.09
ORD1379,5.38,2.09,8,Rain,Night,11.6,Van,2,47.6,61.98
ORD1380,4.19,0.76,1,Clear,Afternoon,0.3,Bike,3,26.3,36.68
ORD1381,4.56,1.6,8,Clear,Afternoon,8.6,Truck,2,39.3,78.03
ORD1382,3.05,1.87,7,Rain,Afternoon,8.5,Bike,3,38.0,36.91
ORD1383,3.85,6.15,8,Clear,Afternoon,7.5,Truck,1,36.9,77.46
ORD1384,11.92,4.63,6,Clear,Morning,11.9,Truck,2,62.4,117.05
ORD1385,10.35,5.13,9,Rain,Afternoon,3.9,Bike,1,62.5,76.09
ORD1386,0.56,0.04,3,Clear,Morning,4.2,Van,2,6.7,35.18
ORD1387,1.32,1.88,10,Clear,Afternoon,1.1,Bike,2,32.2,22.73
ORD1388,2.48,2.3,4,Clear,Evening,5.4,Bike,2,18.4,35.49
ORD1389,8.65,0.07,6,Clear,Night,3.3,Van,1,38.4,72.25
ORD1390,10.5,500.0,8,Fog,Afternoon,4.3,Van,3,61.1,84.4
ORD1391,7.59,5.0,5,Clear,Evening,10.0,Truck,2,37.4,99.57
ORD1392,1.77,0.52,3,Clear,Afternoon,11.2,Van,4,15.2,31.27
ORD1393,3.09,2.68,6,Clear,Afternoon,2.4,Bike,1,25.2,40.9
ORD1394,6.55,0.85,4,Clear,Afternoon,4.6,Van,2,36.1,74.14
ORD1395,3.89,0.04,9,Rain,Evening,11.2,Truck,5,54.6,82.82
ORD1396,3.5,0.97,3,Rain,Night,0.9,Bike,2,31.3,16.46
ORD1397,3.54,13.04,4,Clear,Evening,1.3,Truck,1,32.2,96.68
ORD1398,9.85,5.66,7,Clear,Night,2.1,Bike,2,50.4,65.53
ORD1399,7.0,11.23,7,Clear,Afternoon,7.2,Van,2,43.5,75.82
ORD1400,3.69,2.34,4,Clear,Morning,2.0,Bike,3,20.4,37.62
ORD1401,5.87,0.41,6,Rain,Afternoon,11.6,Bike,2,37.0,42.52
ORD1402,1.56,2.78,3,Clear,Night,5.5,Bike,3,21.0,31.27
ORD1403,3.1,2.12,6,Clear,Evening,6.1,Van,2,34.5,51.48
ORD1404,9.24,,2,,Afternoon,,Bike,4,46.4,
ORD1405,1.11,500.0,8,Fog,Evening,5.8,Bike,3,36.1,20.32
ORD1406,7.06,2.34,2,Fog,Evening,8.0,Van,2,39.0,64.47
ORD1407,0.56,0.57,7,Clear,Evening,9.1,Truck,4,36.3,54.62
ORD1408,13.19,1.37,9,Rain,Afternoon,9.1,Bike,2,77.7,68.59
ORD1409,3.04,4.68,1,Clear,Evening,7.0,Bike,1,7.7,36.73
ORD1410,6.17,2.26,8,Clear,Evening,10.9,Bike,2,37.5,54.42
ORD1411,5.07,1.65,7,Rain,Afternoon,9.8,Bike,1,38.9,39.09
ORD1412,5.2,1.76,6,Fog,Evening,9.1,Van,2,37.7,55.69
ORD1413,5.8,2.15,6,Fog,Afternoon,0.9,Van,2,46.3,56.68
ORD1414,0.92,5.38,6,Clear,Night,0.3,Van,1,22.9,47.09
ORD1415,5.27,,9,,Night,,Bike,4,41.8,
ORD1416,4.07,10.88,2,Rain,Night,8.0,Van,4,39.7,78.43
ORD1417,3.06,5.41,1,Clear,Evening,5.1,Van,4,29.5,57.39
ORD1418,2.48,1.33,6,Clear,Morning,4.9,Van,2,27.0,48.11
ORD1419,5.37,4.08,10,Clear,Morning,10.6,Van,1,42.1,60.96
ORD1420,2.06,2.01,8,Rain,Evening,10.8,Van,2,34.7,44.78
ORD1421,9.14,1.03,3,Clear,Morning,10.9,Van,2,41.1,78.08
ORD1422,6.47,6.43,10,Clear,Afternoon,3.9,Bike,2,40.4,53.24
ORD1423,5.6,0.14,1,Fog,Morning,8.4,Truck,3,36.3,82.92
ORD1424,8.89,8.12,9,Clear,Evening,3.4,Van,1,52.4,84.39
ORD1425,0.78,2.17,1,Clear,Evening,2.4,Van,1,6.1,38.58
ORD1426,1.52,3.55,3,Clear,Afternoon,2.4,Bike,3,15.4,29.33
ORD1427,6.67,3.77,8,Clear,Night,4.2,Van,1,43.4,58.57
ORD1428,2.6,7.89,3,Clear,Evening,5.3,Van,5,30.3,60.5
ORD1429,2.87,3.54,4,Clear,Afternoon,10.0,Bike,1,21.2,47.12
ORD1430,1.32,3.33,8,Rain,Morning,1.6,Bike,1,29.9,25.78
ORD1431,2.06,0.24,1,Clear,Morning,8.9,Van,2,14.4,45.88
ORD1432,9.27,2.56,6,Fog,Afternoon,6.5,Van,2,50.6,82.03
ORD1433,6.56,0.57,1,Clear,Afternoon,3.6,Van,5,38.9,69.81
ORD1434,5.33,4.68,1,Clear,Evening,6.0,Bike,2,28.9,46.08
ORD1435,2.96,2.51,8,Clear,Morning,3.7,Van,2,34.2,42.18
ORD1436,5.1,3.99,4,Clear,Afternoon,7.2,Bike,3,34.3,46.74
ORD1437,9.8,0.15,1,Rain,Morning,5.3,Bike,2,45.5,60.03
ORD1438,2.65,0.31,10,Clear,Afternoon,2.1,Bike,6,42.8,27.87
ORD1439,4.55,4.41,7,Clear,Morning,1.6,Bike,4,38.2,43.06
ORD1440,13.7,0.26,5,Rain,Night,6.7,Bike,5,66.1,76.65
ORD1441,7.53,0.26,5,Fog,Evening,10.8,Bike,3,43.7,51.82
ORD1442,3.0,0.04,1,Rain,Morning,4.3,Bike,2,20.6,32.26
ORD1443,7.13,10.97,10,Clear,Night,8.8,Bike,2,56.8,63.31
ORD1444,1.1,4.68,6,Rain,Morning,8.0,Van,3,31.9,48.56
ORD1445,4.42,1.53,9,Clear,Morning,11.2,Bike,2,35.2,37.43
ORD1446,7.12,,9,,Night,,Bike,3,43.2,
ORD1447,6.09,1.51,8,Clear,Morning,6.9,Van,2,35.5,59.71
ORD1448,7.08,5.22,5,Clear,Morning,8.0,Bike,3,30.6,55.93
ORD1449,8.13,3.79,1,Clear,Evening,10.8,Van,2,146.8,66.71
ORD1450,6.42,0.72,9,Clear,Night,4.9,Bike,2,46.9,44.19
ORD1451,6.29,,1,Rain,Night,4.1,Bike,4,36.2,48.26
ORD1452,5.41,0.36,8,Clear,Afternoon,0.3,Van,2,33.6,53.09
ORD1453,1.86,3.78,5,Clear,Morning,10.0,Van,3,22.5,46.88
ORD1454,9.27,5.06,3,clear,Evening,9.7,Truck,4,47.0,94.5
ORD1455,4.53,,7,,Morning,,Van,2,39.0,
ORD1456,7.4,0.07,7,Clear,Morning,7.0,Truck,1,47.6,85.65
ORD1457,8.66,0.3,9,Clear,Afternoon,5.7,Bike,4,51.0,55.33
ORD1458,3.12,12.03,7,Rain,Morning,1.6,Bike,3,40.2,50.82
ORD1459,3.33,1.23,3,Rain,Evening,11.8,Bike,2,29.4,33.55
ORD1460,3.69,5.13,1,Clear,Evening,2.7,Bike,3,25.0,39.28
ORD1461,10.4,3.43,8,Rain,Afternoon,1.0,Van,1,62.3,81.93
ORD1462,2.23,1.68,3,Rain,Morning,7.2,Van,1,27.0,50.47
ORD1463,11.56,0.81,8,Rain,Evening,8.9,Bike,1,62.5,68.83
ORD1464,5.37,0.45,8,Clear,Morning,0.6,Truck,3,48.7,81.56
ORD1465,5.64,3.34,5,Rain,Morning,8.0,Van,1,41.2,70.16
ORD1466,8.41,5.22,1,Clear,Morning,6.5,Bike,3,41.4,70.9
ORD1467,4.95,3.61,10,Clear,Afternoon,1.4,Bike,2,42.6,37.98
ORD1468,9.33,2.64,7,Clear,Morning,2.2,Bike,2,46.0,63.76
ORD1469,3.11,0.15,10,Clear,Evening,6.9,Bike,4,33.5,46.74
ORD1470,11.33,12.1,5,Clear,Morning,3.7,Bike,2,51.4,85.14
ORD1471,3.3,5.61,8,Rain,Evening,11.3,Van,2,43.4,57.85
ORD1472,11.6,1.21,9,Clear,Morning,9.9,Bike,1,50.7,68.26
ORD1473,3.37,,7,Clear,Evening,,Bike,5,34.7,55.14
ORD1474,3.77,3.22,7,Clear,Evening,3.3,Truck,1,40.7,84.44
ORD1475,2.01,3.06,1,Clear,Morning,11.6,Van,4,19.0,41.81
ORD1476,2.5,4.83,4,fog,Morning,5.3,Truck,3,41.8,77.61
ORD1477,4.55,5.85,2,Clear,Evening,4.3,Bike,3,29.7,34.54
ORD1478,5.51,3.74,2,Clear,Night,0.8,Bike,2,23.2,45.71
ORD1479,8.9,0.48,2,Clear,Afternoon,0.8,Van,2,39.7,68.59
ORD1480,3.97,1.45,4,Clear,Night,8.4,Bike,2,27.1,38.54
ORD1481,6.1,9.21,1,Clear,Night,5.6,Bike,2,23.5,49.15
ORD1482,5.26,0.89,4,Rain,Morning,2.9,Van,1,40.5,55.87
ORD1483,6.56,1.63,2,Fog,Afternoon,7.4,Van,3,38.8,69.83
ORD1484,2.81,1.98,5,Clear,Night,3.2,Bike,1,14.4,29.39
ORD1485,3.08,2.03,3,Rain,Morning,7.0,Bike,4,32.8,24.46
ORD1486,2.81,3.32,8,Rain,Night,4.4,Bike,2,34.5,36.07
ORD1487,10.02,10.03,4,Rain,Night,9.9,Bike,1,47.1,72.2
ORD1488,11.39,0.96,1,Clear,Morning,9.9,Bike,4,44.1,66.35
ORD1489,2.98,0.45,1,Clear,Morning,5.8,Bike,2,7.5,27.54
ORD1490,3.02,0.77,10,Clear,Morning,4.3,Bike,3,31.5,41.71
ORD1491,7.18,7.63,3,Rain,Afternoon,4.5,Truck,2,62.3,93.81
ORD1492,12.2,3.63,9,Rain,Night,9.7,Van,2,72.7,105.85
ORD1493,13.88,1.18,7,Clear,Morning,4.1,Van,2,60.1,93.11
ORD1494,2.87,5.92,2,Clear,Evening,2.7,Bike,1,23.5,39.85
ORD1495,3.46,6.92,9,Fog,Night,1.2,Bike,3,39.3,40.04
ORD1496,5.71,,10,Rain,Evening,5.7,Bike,5,55.1,48.74
ORD1497,5.9,8.79,2,Fog,Afternoon,5.9,Bike,1,28.7,52.04
ORD1498,4.09,1.02,3,Rain,Morning,10.1,Bike,2,31.0,39.71
ORD1499,2.44,4.92,10,Clear,Evening,2.8,Van,1,39.0,45.57
ORD1500,4.55,2.16,2,Clear,Afternoon,4.7,Van,1,19.9,59.17
ORD1501,13.87,6.46,3,Rain,Morning,9.7,Van,3,59.3,92.02
ORD1502,3.11,4.56,6,Clear,Evening,9.9,Bike,1,27.2,39.27
ORD1503,5.47,5.24,9,Clear,Evening,4.7,Truck,2,53.8,95.08
ORD1504,19.71,3.74,9,rain,Afternoon,5.6,Bike,1,81.9,100.02
ORD1505,3.08,0.68,7,Clear,Morning,3.8,Bike,1,26.9,35.35
ORD1506,7.4,2.76,3,Rain,Morning,11.2,Bike,4,45.4,53.48
ORD1507,14.24,14.62,4,Clear,Evening,1.6,Van,4,66.5,124.73
ORD1508,6.99,9.7,6,Fog,Evening,11.2,Truck,2,46.9,99.63
ORD1509,9.57,,5,,Evening,,Bike,3,47.8,
ORD1510,8.07,,2,Clear,Morning,6.5,Truck,3,43.3,82.89
ORD1511,6.62,0.49,6,Clear,Afternoon,0.6,Van,6,49.3,61.89
ORD1512,11.16,4.53,3,Clear,Afternoon,5.8,Bike,2,43.3,63.17
ORD1513,7.25,5.96,8,Rain,Morning,5.0,Bike,4,53.3,66.65
ORD1514,4.12,0.84,2,Rain,Night,2.1,Bike,2,21.2,35.26
ORD1515,5.19,2.47,1,Clear,Afternoon,7.9,Truck,2,29.2,84.64
ORD1516,6.04,6.43,9,Clear,Evening,11.7,Bike,3,47.2,55.23
ORD1517,3.45,4.62,3,Clear,Night,6.8,Van,3,23.0,56.4
ORD1518,5.35,2.73,1,Clear,Night,8.6,Bike,1,14.4,41.6
ORD1519,4.83,3.12,7,Fog,Afternoon,1.0,Van,2,45.2,53.68
ORD1520,7.24,2.49,10,Rain,Night,5.1,Bike,3,59.1,52.99
ORD1521,16.64,1.24,5,Rain,Night,1.6,Van,2,76.2,108.64
ORD1522,5.57,2.91,5,Rain,Afternoon,7.4,Van,2,41.4,66.24
ORD1523,12.39,4.09,1,Clear,Afternoon,11.3,Van,1,45.9,102.74
ORD1524,7.07,7.23,9,Fog,Night,8.0,Truck,2,57.6,89.67
ORD1525,5.33,3.54,7,Rain,Evening,1.1,Bike,3,51.2,45.36
ORD1526,3.3,5.01,8,Rain,Morning,4.4,Van,1,50.8,62.33
ORD1527,5.36,0.61,9,Rain,Night,6.7,Bike,1,36.9,40.8
ORD1528,5.14,2.17,6,Clear,Night,5.0,Bike,2,36.8,31.15
ORD1529,2.66,0.03,5,Rain,Evening,10.0,Van,3,34.2,39.76
ORD1530,3.01,500.0,6,Clear,Night,9.8,Bike,2,28.6,33.77
ORD1531,6.08,,2,Clear,Night,,Van,5,39.6,68.81
ORD1532,12.32,16.82,4,Clear,Morning,4.6,Truck,3,66.8,140.34
ORD1533,4.45,0.37,3,Fog,Morning,3.2,Bike,2,33.3,33.34
ORD1534,1.26,1.8,7,Rain,Morning,1.4,Van,2,33.2,44.29
ORD1535,0.46,5.63,9,Rain,Afternoon,4.4,Bike,2,30.2,23.65
ORD1536,1.98,0.8,5,Rain,Afternoon,5.1,Bike,3,33.9,28.82
ORD1537,7.53,2.83,6,Clear,Morning,8.2,Bike,2,35.0,54.14
ORD1538,1.52,4.62,10,Fog,Morning,8.0,Truck,3,46.3,69.21
ORD1539,8.33,3.35,2,Clear,Afternoon,1.0,Truck,1,42.5,107.8
ORD1540,7.26,0.73,3,Clear,Evening,4.9,Truck,1,29.2,83.06
ORD1541,4.34,1.54,3,Clear,Night,2.3,Truck,1,28.4,79.83
ORD1542,2.68,5.36,9,Rain,Night,2.1,Bike,4,46.3,33.08
ORD1543,3.89,2.83,7,Rain,Morning,10.0,Bike,3,37.7,47.75
ORD1544,5.98,0.02,8,Clear,Evening,0.7,Van,1,29.5,63.14
ORD1545,1.56,5.01,10,Clear,Afternoon,5.1,Bike,2,34.3,28.82
ORD1546,11.54,0.13,9,Rain,Morning,2.2,Bike,1,64.9,65.26
ORD1547,5.94,4.79,6,Clear,Evening,10.6,Bike,2,35.2,59.44
ORD1548,6.41,,4,,Evening,,Van,4,45.1,
ORD1549,7.22,11.1,1,Fog,Evening,2.9,Van,4,48.7,73.15
ORD1550,10.84,1.61,8,Clear,Afternoon,6.1,Bike,3,61.9,67.4
ORD1551,5.37,1.39,7,Clear,Afternoon,8.8,Bike,1,111.2,44.21
ORD1552,7.53,0.56,2,Rain,Night,11.5,Van,1,45.8,70.8
ORD1553,2.72,1.28,8,Rain,Night,2.8,Van,1,40.0,51.71
ORD1554,13.92,7.32,5,Clear,Evening,10.7,Bike,2,53.9,96.3
ORD1555,5.12,19.63,7,Fog,Evening,11.2,Van,1,54.3,77.36
ORD1556,2.71,1.61,4,Clear,Afternoon,11.0,Bike,2,20.0,25.78
ORD1557,3.3,2.08,5,Clear,Night,7.7,Bike,2,26.1,38.29
ORD1558,0.73,4.48,8,Rain,Evening,7.6,Van,5,38.7,39.26
ORD1559,3.29,7.61,1,Rain,Night,5.0,Van,1,26.1,52.95
ORD1560,0.32,3.15,1,Clear,Night,9.1,Bike,1,5.5,33.4
ORD1561,7.9,1.74,4,Rain,Evening,6.5,Van,1,52.4,62.69
ORD1562,6.28,1.86,3,Clear,Afternoon,8.2,Van,3,32.5,62.41
ORD1563,2.08,4.16,10,Clear,Evening,5.3,Van,1,31.1,49.68
ORD1564,4.51,0.01,2,Clear,Evening,8.8,Van,3,31.3,60.5
ORD1565,4.65,3.38,3,Rain,Night,9.9,Van,2,34.5,50.26
ORD1566,1.72,1.54,1,Clear,Evening,1.9,Bike,3,17.1,29.61
ORD1567,3.95,5.53,1,Clear,Afternoon,10.0,Bike,1,20.3,38.43
ORD1568,4.76,0.34,6,Clear,Evening,6.6,Bike,3,30.6,41.64
ORD1569,3.87,3.11,5,Rain,Afternoon,10.2,Bike,2,34.9,34.38
ORD1570,2.7,2.3,8,Rain,Afternoon,5.3,Van,3,44.5,57.65
ORD1571,2.01,3.6,2,Rain,Night,4.7,Van,1,24.0,44.34
ORD1572,3.77,0.23,4,Clear,Morning,11.0,Bike,2,24.4,21.87
ORD1573,2.97,3.04,8,Clear,Morning,3.2,Bike,3,29.5,31.09
ORD1574,6.91,2.89,6,Clear,Night,10.2,Bike,4,37.1,50.05
ORD1575,11.26,2.88,1,Rain,Evening,5.9,Bike,3,46.7,75.02
ORD1576,8.59,3.24,4,Fog,Night,6.3,Van,1,43.9,69.65
ORD1577,4.87,3.95,1,Clear,Afternoon,3.8,Bike,2,19.9,38.19
ORD1578,2.79,5.72,2,Rain,Morning,7.0,Van,4,32.5,60.1
ORD1579,-1.0,1.1,5,Clear,Night,4.0,Truck,3,52.7,90.22
ORD1580,7.19,6.1,8,Clear,Evening,0.7,Bike,2,38.0,56.45
ORD1581,10.77,2.41,8,Clear,Night,3.4,Bike,3,47.7,66.06
ORD1582,5.37,0.28,3,Clear,Morning,0.3,Bike,1,23.1,42.06
ORD1583,13.46,0.21,4,Clear,Night,11.7,Van,1,53.8,88.1
ORD1584,5.38,1.42,10,Clear,Night,11.6,Van,4,45.3,55.09
ORD1585,2.78,5.38,6,Clear,Morning,4.9,Bike,2,22.8,39.42
ORD1586,3.2,4.3,10,Rain,Afternoon,8.8,Van,3,51.2,50.41
ORD1587,6.69,5.44,3,Clear,Afternoon,4.3,Truck,2,38.2,89.46
ORD1588,2.97,2.55,2,Clear,Morning,8.1,Bike,2,18.8,40.44
ORD1589,13.4,2.03,6,Rain,Night,9.7,Bike,2,63.3,79.77
ORD1590,6.32,0.56,5,Clear,Morning,11.4,Truck,4,39.4,96.22
ORD1591,4.8,1.39,10,Clear,Afternoon,4.9,Van,2,38.3,61.16
ORD1592,5.09,1.99,5,Rain,Evening,9.4,Truck,2,48.2,78.02
ORD1593,3.84,0.32,10,Clear,Night,3.3,Van,4,43.3,52.09
ORD1594,0.97,0.87,5,Clear,Afternoon,11.9,Van,1,19.1,35.3
ORD1595,3.2,3.19,10,Clear,Night,0.5,Bike,1,34.5,27.97
ORD1596,12.37,4.66,5,Fog,Morning,7.3,Van,2,55.2,91.71
ORD1597,5.48,22.42,3,clear,Evening,8.0,Truck,1,49.0,121.55
ORD1598,9.23,9.47,7,Rain,Morning,8.3,Van,1,59.6,89.35
ORD1599,9.41,3.6,6,Clear,Evening,1.6,Bike,4,52.9,55.97
ORD1195,8.85,5.99,2,Fog,Afternoon,1.9,Van,4,56.6,68.06
ORD1155,6.35,10.89,8,Clear,Evening,7.2,Bike,1,36.7,53.72
ORD1040,8.03,1.0,1,Clear,Afternoon,2.8,Truck,1,34.3,95.69
ORD1212,2.37,2.1,4,Rain,Morning,1.9,Bike,2,27.1,31.83
ORD1052,8.54,7.09,5,Fog,Evening,0.6,Bike,3,52.6,59.62
ORD1529,2.66,0.03,5,Rain,Evening,10.0,Van,3,34.2,39.76
